Title,Authors,Year,Venue,DOI,Source
IaaS Cloud Architecture Distributed Cloud Infrastructures and Virtualized Data centers,,2023.0,International Research Journal of Modernization in Engineering Technology and Science,https://doi.org/10.56726/irjmets43486,Crossref
Comments on the article by I.G. Zenkevich «Calculation of average chronological values – an undeservedly neglected method of statistical data processing»,"Unknown, Pomerantsev",2023.0,Аналитика и контроль,https://doi.org/10.15826/analitika.2023.27.1.006,Crossref
Editing Statistical Data,Naus,2004.0,Encyclopedia of Statistical Sciences,https://doi.org/10.1002/0471667196.ess0536,Crossref
Bucket Fuser: Statistical Signal Extraction for 1D 1H NMR Metabolomic Data,"Altenbuchinger, Berndt, Kosch, Lang, Dönitz, Oefner, Gronwald, Zacharias, Unknown",2022.0,Metabolites,https://doi.org/10.3390/metabo12090812,Crossref
Influence of structural features of fullerene-containing material deposited from solution on its resistive properties,"Mazinov, Unknown, Gurchenko, Tyutyunik, Shevchenko, Unknown, Unknown, Unknown",2018.0,Ecological Bulletin of Research Centers of the Black Sea Economic Cooperation,https://doi.org/10.31429/vestnik-15-4-85-92,Crossref
"The construction of data to reflect the research objective, and how randomisation tests make such data usable","Hutchinson, Cairns, Chekaluk",2002.0,Statistical Papers,https://doi.org/10.1007/s00362-002-0109-8,Crossref
Feasibility Considerations on an Inkjet-Printed Capacitive Position Sensor for Electrostatically Actuated Resonant MEMS-Mirror Systems,"Faller, Zangl",2017.0,Journal of Microelectromechanical Systems,https://doi.org/10.1109/jmems.2017.2672039,Crossref
Proposed Cooperative Institute for Earth System Research and Data Science (DOC),,2021.0,Federal Grants &amp; Contracts,https://doi.org/10.1002/fgc.32116,Crossref
Measured-Temperature Interpolation and Visualization for Data Centers,"Zhang, Healey, Sheffer, VanGilder",2013.0,Volume 2: Thermal Management; Data Centers and Energy Efficient Electronic Systems,https://doi.org/10.1115/ipack2013-73081,Crossref
Editorial,Madigan,2014.0,Statistical Analysis and Data Mining: The ASA Data Science Journal,https://doi.org/10.1002/sam.11257,Crossref
Comments on “visualizing statistical models”: Visualizing modern statistical methods for Big Data,"Allen, Campbell, Hu",2015.0,Statistical Analysis and Data Mining: The ASA Data Science Journal,https://doi.org/10.1002/sam.11272,Crossref
The Federal Rules of Evidence,,2012.0,A Statistical Guide for the Ethically Perplexed,https://doi.org/10.1201/b13103-24,Crossref
Statistical Data Compression,,,SpringerReference,https://doi.org/10.1007/springerreference_57918,Crossref
Statistical interpretation of data,,,,https://doi.org/10.3403/bsiso16269,Crossref
Federal Statistical Research Data Center Infosession,"['C Bollinger', 'C Hokayem']",2020.0,,https://scholarworks.iu.edu/dspace/bitstream/handle/2022/25831/2020_09_25_KRDC_Infosession_slides.pdf?sequence=1,Google Scholar
United states data center energy usage report,"['A Shehabi', 'S Smith', 'D Sartor', 'R Brown', 'M Herrlin']",2016.0,,https://escholarship.org/content/qt84p772fc/qt84p772fc.pdf,Google Scholar
Role of federal statistical research data centers in promoting transparency and reproducibility in federal statistics,['M Levenstein'],2020.0,,https://deepblue.lib.umich.edu/handle/2027.42/156083,Google Scholar
Statistical déjà vu: The National Data Center proposal of 1965 and its descendants,['R Kraus'],2013.0,Journal of Privacy and Confidentiality,https://journalprivacyconfidentiality.org/index.php/jpc/article/view/624,Google Scholar
The National Data Center and the Federal Information Network: A Paradox,['S Cawley'],2015.0,Vanderbilt Undergraduate Research Journal,https://vurj.vanderbilt.edu/index.php/vurj/article/view/4065,Google Scholar
Summary of a workshop on information technology research for federal statistics,"['National Research Council', 'Commission on Behavioral']",2000.0,,https://books.google.com/books?hl=en&lr=&id=lDecAgAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=i_Ca4z51GG&sig=o6H-1NnXm7WuPWRJaqgvWsSTQz0,Google Scholar
"Federal statistics, multiple data sources, and privacy protection","['RM Groves', 'BA Harris-Kojetin']",2017.0,,https://www.ncbi.nlm.nih.gov/books/NBK475779/pdf/Bookshelf_NBK475779.pdf,Google Scholar
Future of innovation in the Federal Statistical System,['H Habermann'],2010.0,The ANNALS of the American Academy of …,https://journals.sagepub.com/doi/abs/10.1177/0002716210374014,Google Scholar
Data center energy consumption modeling: A survey,"['M Dayarathna', 'Y Wen', 'R Fan']",2015.0,IEEE Communications surveys …,https://ieeexplore.ieee.org/abstract/document/7279063/,Google Scholar
The nation's data at risk: The first annual report on the federal statistical system,"['J Auerbach', 'C McKay Bowen', 'CF Citro']",2025.0,Harvard Data …,https://assets.pubpub.org/9omntsu7/Auerbach%20et%20al.%20(2024)_Just%20Accepted-71732315085762.pdf,Google Scholar
Federal Statistical System',['JS Cecil'],,,N/A,Google Scholar
Innovations in federal statistics: Combining data sources while protecting privacy,"['BA Harris-Kojetin', 'RM Groves']",2017.0,,https://books.google.com/books?hl=en&lr=&id=gfydDgAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=IB7HWItK-k&sig=GuGZWwVW4RUfAoGvMBd1UyxZbL0,Google Scholar
Crossroad choices for the future Development of the Federal statistical system,['RT Bowman'],1968.0,Journal of the American Statistical Association,https://www.tandfonline.com/doi/abs/10.1080/01621459.1968.11009310,Google Scholar
New possibilities for socio-economic research through longitudinal data from the Research Data Centre of the German Federal Pension Insurance (FDZ-RV),"['RK Himmelreicher', 'M Stegmann']",2008.0,Journal of …,https://elibrary.duncker-humblot.com/doi:10.3790/schm.128.4.647,Google Scholar
What is political interference in federal statistics?,['K Prewitt'],2010.0,The Annals of the American Academy of Political …,https://journals.sagepub.com/doi/abs/10.1177/0002716210373737,Google Scholar
Principles and practices for a federal statistical agency,['CF Citro'],2017.0,,https://books.google.com/books?hl=en&lr=&id=MXwzDwAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=NECFlPNBcw&sig=-_AGXqqJQwRu-_om6nwRDyR7V38,Google Scholar
Information distribution practices of federal statistical agencies: The census bureau example,['FC Gey'],1993.0,Government Information Quarterly,https://www.sciencedirect.com/science/article/pii/0740624X9390016S,Google Scholar
Using Government Administrative and Other Data for Federal Statistics,"['BA Harris-Kojetin', 'RM Groves']",2017.0,… in Federal Statistics …,https://www.ncbi.nlm.nih.gov/books/NBK425873/,Google Scholar
Balancing data privacy and usability in the federal statistical system,"['VJ Hotz', 'CR Bollinger', 'T Komarova', 'CF Manski']",2022.0,Proceedings of the …,https://www.pnas.org/doi/abs/10.1073/pnas.2104906119,Google Scholar
Data Sharing in the Federal Statistical System: Impediments and Possibilities,"[""A O'hara"", 'C Medalia']",2018.0,… ANNALS of the American Academy of …,https://journals.sagepub.com/doi/abs/10.1177/0002716217740863,Google Scholar
Federal Statistics for Applied Economists,['KR Smith'],2013.0,Choices,https://www.jstor.org/stable/pdf/choices.28.3.16.pdf,Google Scholar
Protecting Privacy and Confidentiality While Providing Access to Data for Research Use,"['BA Harris-Kojetin', 'RM Groves']",2017.0,… in Federal Statistics …,https://www.ncbi.nlm.nih.gov/books/NBK425868/,Google Scholar
Confidentiality legislation and the United States federal statistical system,['JS Cecil'],1993.0,Journal of Official Statistics,https://search.proquest.com/openview/970596f2406469cc45867cf06d468d82/1?pq-origsite=gscholar&cbl=105444,Google Scholar
Federal Statistical Activities,"['MG Sirken', 'FE Linder', 'HW Ketchum', 'J Storck']",1958.0,American Statistician,https://www.jstor.org/stable/2681509,Google Scholar
"Federal Statistics, Multiple Data Sources, and Privacy Protection: Next Steps","['BA Harris-Kojetin', 'RM Groves']",2018.0,,https://books.google.com/books?hl=en&lr=&id=K1RFDwAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=uMDB2dOURo&sig=53EF8Z8VfNBDBIJOQO1_UfN7gNs,Google Scholar
Federal Statistical Activities,"['SL Wolfbein', 'ED Goldfield', 'RM Walsh', 'M Schiferl']",1961.0,American Statistician,https://www.jstor.org/stable/2682623,Google Scholar
Organizing to count: Change in the federal statistical system,['JL Norwood'],1995.0,,https://books.google.com/books?hl=en&lr=&id=eEMW866gCGwC&oi=fnd&pg=PR7&dq=Federal+Statistical+Research+Data+Centers&ots=UuC_AUzGRE&sig=6nECUKKgQ7MfRLVpZwkl5HnFP_I,Google Scholar
"Federal statistical directory: The guide to personnel and data sources: By William R. Evinger. Pheonix, AZ: Oryx Press, 1987, 127 pages, hardcover …",['JL Beasley'],1989.0,Government Information Quarterly,N/A,Google Scholar
Prevalence of pressure ulcers in hospitalized patients in Germany in 2005: data from the Federal Statistical Office,"['K Kröger', 'W Niebel', 'I Maier', 'J Stausberg', 'V Gerber']",2009.0,Gerontology,https://karger.com/ger/article-abstract/55/3/281/148975,Google Scholar
Window on Washington: Five Years Later—Reflections from inside the Federal Statistical System,['CF Citro'],1999.0,CHANCE,https://www.tandfonline.com/doi/pdf/10.1080/09332480.1999.10542140,Google Scholar
Trends of mortality rate in patients with congenital heart defects in Germany—analysis of nationwide data of the Federal Statistical Office of Germany,"['H Abdul-Khaliq', 'D Gomes', 'S Meyer', 'R von Kries']",2024.0,Clinical Research in …,https://link.springer.com/article/10.1007/s00392-023-02370-6,Google Scholar
"Council of Professional Associations on Federal Statistics, September-December 1999",['S Tulis'],2000.0,DttP,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/dttp28&section=26,Google Scholar
Federal Statistical Research Data Centers.,['US Census Bureau'],,,N/A,Google Scholar
Federal statistics on healthcare benefits and cost trends: an overview,"['JE Buckley', 'RW Van Glezen']",2004.0,Monthly Lab. Rev.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/month127&section=113,Google Scholar
An overview of state-level data on child well-being available through the federal statistical system,"['B Brown', 'KA Moore', 'C Trends']",2007.0,Prepared for the Annie E. Casey …,https://www.researchgate.net/profile/Kristin-Moore-2/publication/260386984_An_Overview_of_State-Level_Data_on_Child_Well-Being_Available_through_the_Federal_Statistical_System/links/54d8c3750cf24647581b8a2b/An-Overview-of-State-Level-Data-on-Child-Well-Being-Available-through-the-Federal-Statistical-System.pdf,Google Scholar
A Guide to State and Local-Level Indicators of Child Well-Being Available through the Federal Statistical System.,"['BV Brown', 'C Botsko']",1996.0,,https://eric.ed.gov/?id=ED423951,Google Scholar
Women Leaders in Federal Statistics,['MM Seastrom'],2015.0,Leadership and Women in Statistics,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/b18730-18&type=chapterpdf,Google Scholar
Measurement matters: Comparing old and new definitions of rape in federal statistical reporting,"['DM Bierie', 'JC Davis-Siegel']",2015.0,Sexual Abuse,https://journals.sagepub.com/doi/abs/10.1177/1079063214521470,Google Scholar
Lower limb amputation in Germany: An analysis of data from the German Federal Statistical Office between 2005 and 2014,"['K Kröger', 'C Berg', 'F Santosa', 'N Malyar']",2017.0,Deutsches Ärzteblatt …,https://pmc.ncbi.nlm.nih.gov/articles/PMC5374258/,Google Scholar
Development of the federal statistical system public opinion survey,"['JH Childs', 'S Willson', 'SW Martinez']",2012.0,… Survey Research …,http://www.asasrms.org/Proceedings/y2012/Files/400242_500695.pdf,Google Scholar
Consolidation and standardization of survey operations at a decentralized federal statistical agency,"['J Nealon', 'E Gleaton']",2013.0,Journal of Official Statistics,https://journals.sagepub.com/doi/abs/10.2478/jos-2013-0002,Google Scholar
Data center network virtualization: A survey,"['MF Bari', 'R Boutaba', 'R Esteves']",2012.0,… surveys & tutorials,https://ieeexplore.ieee.org/abstract/document/6308765/,Google Scholar
Federal statistics: Understanding a crucial resource,['KK Wallman'],2010.0,The Annals of the American Academy of …,https://journals.sagepub.com/doi/abs/10.1177/0002716210372485,Google Scholar
Design and conceptual issues in realizing analytical enhancements through data linkages of employer and employee data,"['JM Abowd', 'J Lane', 'R Prevost']",2001.0,… on Integrating Federal Statistical …,https://books.google.com/books?hl=en&lr=&id=SM3rAAAAMAAJ&oi=fnd&pg=PA82&dq=Federal+Statistical+Research+Data+Centers&ots=lSOAvu6igt&sig=2wRbY7rsHpMQiNSA27PfF0lW83g,Google Scholar
… protects the autonomy of the federal statistical agencies? An assessment of the procedures in place to protect the independence and objectivity of official US statistics,"['CF Citro', 'J Auerbach', 'KS Evans']",2023.0,Statistics and Public …,https://www.tandfonline.com/doi/abs/10.1080/2330443X.2023.2188062,Google Scholar
Federal Cloud & Data Center Summit Report,"['JF Brunelle', 'AJ Bognar', 'V Dhawan', 'NG Parrish', 'A King']",2018.0,,https://www.mitre.org/sites/default/files/publications/PRS18-2725-1_june2018_federal_cloud__data_center_summit_report.pdf,Google Scholar
Facilitating Innovation in the Federal Statistical System: Summary of a Workshop,['H Habermann'],2011.0,,https://books.google.com/books?hl=en&lr=&id=f5j8NWM25gMC&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=texozRpU01&sig=8YBc3JivSjlkG2sW9v-cGHd2jYE,Google Scholar
"The Role of the Federal Statistical System in Evidence-based Policymaking, or How to Make the Statistical System Essential","[""MJ O'Grady""]",2010.0,The ANNALS of the American Academy of …,https://journals.sagepub.com/doi/abs/10.1177/0002716210374154,Google Scholar
The future of federal statistics in the information age,['NM Bradburn'],1999.0,Journal of Official Statistics,https://search.proquest.com/openview/e40d76c0b6885d311f8b9bcb681a310c/1?pq-origsite=gscholar&cbl=105444,Google Scholar
Synthetic data for small area estimation in the US Federal Statistical System,['JW Sakshaug'],2011.0,… /Eurostat Work Session on Statistical Data …,https://pdfs.semanticscholar.org/ff30/3c243c004d8cb759e20c6c8429a551f10d57.pdf,Google Scholar
Parasol and greenswitch: Managing datacenters powered by renewable energy,"['Í Goiri', 'W Katsak', 'K Le', 'TD Nguyen']",2013.0,ACM SIGPLAN Notices,https://dl.acm.org/doi/abs/10.1145/2499368.2451123,Google Scholar
Data Available Through the Federal Statistical Research Data Centers (FSRDC) Network,['KR Genadek'],2018.0,PAA 2018 Annual Meeting,https://paa.confex.com/paa/2018/meetingapp.cgi/Paper/25856,Google Scholar
Effects of a Government-Academic Partnership: Has the NSF-Census Bureau Research Network Helped Secure the Future of the Federal Statistical System?,"['D Weinberg', 'JM Abowd', 'RF Belli', 'N Cressie', 'DC Folch']",2017.0,,https://ecommons.cornell.edu/bitstream/1813/52650/2/NCRN%20synthesis%20report%2020171011.pdf,Google Scholar
